energy,price,parking,realstate,rooms,square_meters,terrace,wc,construction_year,zone
999.0,223500.0,['Sin plaza parking'],Quality Houses,1.0,59.0,,1.0,1951.0,"
                                    Font d´en Fargas
                                "
999.0,490000.0,[],INMOMARTO,2.0,106.0,,2.0,1960.0,"
                                    Esquerra Alta de l´Eixample
                                "
999.0,380000.0,['Sin plaza parking'],Amat. Barcelona - Habitatges,2.0,65.0,,2.0,1769.0,"
                                    Gòtic
                                "
999.0,400000.0,['Sin plaza parking'],Amat. Barcelona - Habitatges,2.0,65.0,,2.0,1769.0,"
                                    Gòtic
                                "
999.0,420000.0,['Sin plaza parking'],Amat. Barcelona - Habitatges,2.0,65.0,,2.0,1769.0,"
                                    Gòtic
                                "
999.0,465000.0,['Sin plaza parking'],Amat. Barcelona - Habitatges,2.0,70.0,,2.0,1769.0,"
                                    Gòtic
                                "
232.0,560000.0,['Sin plaza parking'],ALBIUM - Properties in Barcelona,4.0,117.0,,1.0,1940.0,"
                                    Dreta de l´Eixample
                                "
229.0,280000.0,['Sin plaza parking'],Finques Grau,3.0,60.0,,1.0,1982.0,"
                                    Les Corts
                                "
999.0,1400000.0,['Sin plaza parking'],MIRIAM FISCHER,4.0,206.0,,3.0,1974.0,"
                                    Pedralbes
                                "
155.0,159000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,77.0,,1.0,1850.0,"
                                    Raval
                                "
150.0,154500.0,['Sin plaza parking'],Forcadell Les Corts,1.0,51.0,,1.0,1930.0,"
                                    Raval
                                "
325.0,453000.0,['Sin plaza parking'],OLSAN IMMOBAD,4.0,100.0,,2.0,1974.0,"
                                    Camp d´en Grassot - Gràcia N.
                                "
999.0,129000.0,['Sin plaza parking'],Acbar Real Estate,2.0,55.0,,1.0,1963.0,"
                                    Carmel
                                "
189.0,460000.0,['Sin plaza parking'],Remax Centre,3.0,125.0,,460.0,1936.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
373.0,275000.0,[],Engel & Völkers,3.0,60.0,,1.0,1968.0,"
                                    Navas
                                "
297.0,445000.0,[],aProperties,2.0,83.0,,1.0,1938.0,"
                                    Raval
                                "
999.0,160000.0,['Sin plaza parking'],ERECAT Servicios Inmobiliarios,2.0,74.0,,1.0,1963.0,"
                                    Trinitat Nova
                                "
999.0,590000.0,[],Arnal Real Estate,2.0,73.0,,1.0,,"
                                    Esquerra Alta de l´Eixample
                                "
,595000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,5.0,135.0,,3.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
,1200000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,149.0,,3.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
100.0,1500000.0,[],aProperties,5.0,281.0,,5.0,1979.0,"
                                    Sant Gervasi - Galvany
                                "
162.0,448000.0,[],MonikaRusch,3.0,87.0,,2.0,,"
                                    Sant Antoni
                                "
101.0,470000.0,[],MonikaRusch,2.0,66.0,,2.0,,"
                                    Poble Sec
                                "
999.0,395000.0,[],Berkashire Hathaway Home Services Larvia,2.0,69.0,,2.0,2019.0,"
                                    Esquerra Baixa de l´Eixample
                                "
140.0,395000.0,[],Komelsat,2.0,68.0,,2.0,1900.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,335000.0,[],Particular,2.0,50.0,40.0,1.0,2006.0,"
                                    Sants
                                "
,2850000.0,[],Barnes Barcelona,5.0,260.0,,5.0,1936.0,"
                                    Tres Torres
                                "
999.0,278000.0,[],Particular,4.0,79.0,4.0,2.0,,"
                                    El Clot
                                "
145.0,218000.0,['Sin plaza parking'],Pisoscat,2.0,59.0,,1.0,,"
                                    St. Pere - Sta. Caterina - El Born
                                "
119.0,300000.0,['Sin plaza parking'],Barnacasa & Asociados,3.0,92.0,8.0,2.0,,"
                                    Besòs - Maresme
                                "
999.0,175000.0,[],Tecnocasa Gran de San Andreu,3.0,65.0,,1.0,,"
                                    Sant Andreu
                                "
,1275000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,149.0,,3.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
,1325000.0,['Sin plaza parking'],ATIPIKA Lyfestyle Properties,2.0,149.0,40.0,3.0,,"
                                    Esquerra Baixa de l´Eixample
                                "
129.0,290000.0,[],aProperties,3.0,92.0,,1.0,1945.0,"
                                    Poble Sec
                                "
292.0,265000.0,['Sin plaza parking'],Forcadell Les Corts,3.0,73.0,,2.0,1970.0,"
                                    Sant Antoni
                                "
290.0,215000.0,['Sin plaza parking'],Forcadell Eixample,1.0,30.0,,1.0,1979.0,"
                                    St. Pere - Sta. Caterina - El Born
                                "
121.0,690000.0,[],Engel & Völkers,4.0,152.0,,2.0,1895.0,"
                                    Esquerra Baixa de l´Eixample
                                "
49.0,219000.0,[],Engel & Völkers,1.0,49.0,,1.0,1825.0,"
                                    Raval
                                "
202.0,357000.0,[],BNP Paribas Real Estate,2.0,80.0,,1.0,,"
                                    Les Corts
                                "
158.0,255000.0,['Sin plaza parking'],130 Serveis Immobiliaris,3.0,72.0,,1.0,,"
                                    Fort Pienc
                                "
,700000.0,[],Engel & Völkers,2.0,128.0,,2.0,1994.0,"
                                    Sant Ramon - Maternitat
                                "
273.0,235000.0,['Sin plaza parking'],Fincas Eva,3.0,63.0,,1.0,1940.0,"
                                    Esquerra Alta de l´Eixample
                                "
314.0,165000.0,['Sin plaza parking'],Ipa Inversions,1.0,34.0,,1.0,1950.0,"
                                    El Clot
                                "
999.0,650000.0,['Plaza parking '],Immobens,4.0,150.0,,2.0,2002.0,"
                                    Putget - Farró
                                "
999.0,525000.0,['Sin plaza parking'],080 Real Estate,2.0,94.0,,2.0,1948.0,"
                                    Esquerra Alta de l´Eixample
                                "
95.0,295000.0,['Plaza parking '],comprarcasa Gand House,2.0,94.0,,2.0,2005.0,"
                                    La Salut
                                "
999.0,270000.0,[],Particular,3.0,74.0,,1.0,1971.0,"
                                    La Salut
                                "
189.0,219000.0,[],Assessoria Ferrim,2.0,60.0,,1.0,,"
                                    La Sagrera
                                "
239.0,415000.0,['Sin plaza parking'],Finques Mur,4.0,108.0,,2.0,1954.0,"
                                    Sarrià
                                "
999.0,89990.0,['Sin plaza parking'],DEZA Consultors Immobiliaris,2.0,68.0,5.0,1.0,1971.0,"
                                    Roquetes
                                "
999.0,175000.0,['Sin plaza parking'],Marllar Habitat,2.0,55.0,,1.0,,"
                                    El Clot
                                "
95.0,295000.0,['Plaza parking '],Toresfa,2.0,94.0,,2.0,2005.0,"
                                    La Salut
                                "
999.0,175000.0,['Sin plaza parking'],Solvia - Sant Andreu,2.0,42.0,,1.0,1900.0,"
                                    Barceloneta
                                "
121.0,650000.0,[],Engel & Völkers,3.0,120.0,,2.0,1966.0,"
                                    Esquerra Baixa de l´Eixample
                                "
999.0,495000.0,['Sin plaza parking'],Proddigia Barcelona,3.0,105.0,28.0,2.0,1952.0,"
                                    Les Corts
                                "
999.0,295000.0,[],Particular,3.0,86.0,,1.0,,"
                                    Sant Martí
                                "
78.0,420000.0,['Sin plaza parking'],MIRIAM FISCHER,2.0,75.0,,2.0,1928.0,"
                                    Sagrada Família
                                "
999.0,2750000.0,['Plaza parking '],Comgrup,13.0,335.0,,2.0,,"
                                    Vila de Gràcia
                                "
999.0,5700000.0,['Plaza parking '],Comgrup,25.0,693.0,,4.0,,"
                                    Vila de Gràcia
                                "
,1450000.0,[],Engel & Völkers,3.0,220.0,,3.0,,"
                                    Dreta de l´Eixample
                                "
237.0,720000.0,[],Engel & Völkers,5.0,161.0,,2.0,1947.0,"
                                    Fort Pienc
                                "
